,time_list,u_add,v_add,r_add,x_add,y_add,psi_add,δ,npm
0,0.0,1.205,0.0,0.0,0.0,0.0,0.0,0.6108652381980153,17.95
1,0.10005002501250625,1.201133983954499,-0.005022218481436877,0.02137759955997976,0.12036708106395587,-0.00019848628088761668,0.0010728910033496496,0.6108652381980153,17.95
2,0.2001000500250125,1.1970757821767581,-0.011436063615064435,0.04232065838509329,0.24033974236521138,-0.0007128668963849517,0.004282613099294465,0.6108652381980153,17.95
3,0.3001500750375187,1.1930068942527312,-0.01866008380949652,0.06131311598117975,0.3599131345110717,-0.0014070088547329604,0.009462263969184448,0.6108652381980153,17.95
4,0.400200100050025,1.1886862174039692,-0.02696094758687035,0.08007203142957796,0.47907767808580104,-0.0021521315360975065,0.016553152231640358,0.6108652381980153,17.95
5,0.5002501250625312,1.1841938629252682,-0.03593570247380217,0.0978411597329535,0.597824209911436,-0.0028154806682229314,0.025446168812710442,0.6108652381980153,17.95
6,0.6003001500750375,1.1793769479698595,-0.04573089768268856,0.1154107417110419,0.7161332816633337,-0.0032727818970398562,0.036127334606962616,0.6108652381980153,17.95
7,0.7003501750875437,1.1742225129323791,-0.05608031968205439,0.13254264001680768,0.8339864898109702,-0.0033903322073197163,0.048524979412669644,0.6108652381980153,17.95
8,0.80040020010005,1.168649096830847,-0.067016665525951,0.1494067892651173,0.9513528632796936,-0.0030418658589462717,0.06263906240789427,0.6108652381980153,17.95
9,0.9004502251125562,1.1625785662201171,-0.07836214786065729,0.16604481379141675,1.0682003467019432,-0.0020905051150657034,0.07841611643996776,0.6108652381980153,17.95
10,1.0005002501250624,1.1559790014915095,-0.09005570625010996,0.18225892735627358,1.1844840342424763,-0.00040517631113553057,0.09584766023437773,0.6108652381980153,17.95
11,1.1005502751375686,1.148743035054812,-0.10196516931442202,0.19818790777704506,1.3001547380920304,0.0021539085474528404,0.11487986130051153,0.6108652381980153,17.95
12,1.200600300150075,1.1408716071056983,-0.11396387243781328,0.21345767296552245,1.4151512475371286,0.005721550056686089,0.13547992290819166,0.6108652381980153,17.95
13,1.3006503251625812,1.1322631086257606,-0.12593830799434722,0.22820128723150743,1.529405352611762,0.010436973080769095,0.15757824741496534,0.6108652381980153,17.95
14,1.4007003501750874,1.1229437161950548,-0.1377296940855915,0.2420070872978634,1.6428384703024317,0.01643343081287447,0.18110898258634522,0.6108652381980153,17.95
15,1.5007503751875937,1.112844776637582,-0.14923649015143547,0.25497529903649035,1.755363973287923,0.023842541840776874,0.20597837706404906,0.6108652381980153,17.95
16,1.6008004002001,1.1020166624504646,-0.16030294322378832,0.2667521780251598,1.8668874871572967,0.03278703940188619,0.2320877181079559,0.6108652381980153,17.95
17,1.7008504252126062,1.0904382261529495,-0.1708477367698426,0.27742427566456346,1.9773078354346842,0.04338127781395894,0.2593203540313646,0.6108652381980153,17.95
18,1.8009004502251125,1.078183045102268,-0.1807481900889923,0.28675292826782484,2.08651977975095,0.05572684107233821,0.28755406721909266,0.6108652381980153,17.95
19,1.9009504752376187,1.0652773219176161,-0.18995495592765943,0.29483965683382013,2.1944145962732002,0.06991112704149618,0.3166593031898223,0.6108652381980153,17.95
20,2.0010005002501248,1.051812498446684,-0.198394527380257,0.3015739909052609,2.300883860439739,0.08600556761391809,0.3465054571689325,0.6108652381980153,17.95
21,2.101050525262631,1.0378499204818024,-0.2060545543013069,0.30708509728353944,2.405820000379897,0.10406403921466059,0.3769641528581579,0.6108652381980153,17.95
22,2.2011005502751373,1.0234887449525216,-0.21291054383571056,0.31136750123263585,2.509119923147572,0.12412331776406256,0.40791165463843587,0.6108652381980153,17.95
23,2.3011505752876436,1.0088077677581133,-0.2189823448189793,0.31456948873394214,2.6106854079570625,0.14620227293172175,0.43923317378194404,0.6108652381980153,17.95
24,2.40120060030015,0.9939024986029991,-0.2242832317235141,0.3167507228423251,2.710425820895854,0.17030388300684546,0.4708226582146806,0.6108652381980153,17.95
25,2.501250625312656,0.9788529477474791,-0.22885445121592923,0.31805977472644026,2.8082581581092794,0.19641536287723893,0.5025861594163998,0.6108652381980153,17.95
26,2.6013006503251623,0.9637422409154192,-0.23273225718119717,0.3185834742782318,2.9041086176557447,0.22451090711283347,0.5344400679314881,0.6108652381980153,17.95
27,2.7013506753376686,0.9486407542703791,-0.23596805338944885,0.3184545000906241,2.9979122560199434,0.25455243545329775,0.5663131041745413,0.6108652381980153,17.95
28,2.801400700350175,0.9336148518556379,-0.2386083100770429,0.31776079145605995,3.0896135785346885,0.2864923703859416,0.5981439048607219,0.6108652381980153,17.95
29,2.901450725362681,0.9187202997802817,-0.2407060864116453,0.31661083639811977,3.1791659136792476,0.32027460547980274,0.6298819257329211,0.6108652381980153,17.95
30,3.0015007503751874,0.9040061638879748,-0.24230940307597104,0.3150804083381176,3.266531340512217,0.35583690625163644,0.6614850150629537,0.6108652381980153,17.95
31,3.1015507753876936,0.8895129514176716,-0.243467858878351,0.3132526212052018,3.351679929649582,0.39311182570907927,0.6929196687245286,0.6108652381980153,17.95
32,3.2016008004002,0.8752742707023929,-0.24422617542383715,0.3111869166433662,3.4345893112775188,0.4320285793614596,0.7241589239940275,0.6108652381980153,17.95
33,3.301650825412706,0.8613170947173644,-0.24462806478075177,0.3089439603292225,3.5152439057610825,0.47251377945915424,0.7551823092062637,0.6108652381980153,17.95
34,3.4017008504252124,0.8476624181729501,-0.2447127915728357,0.306567629984538,3.593634349517593,0.5144927966446923,0.785974168835998,0.6108652381980153,17.95
